date,store_id,sku,product_name,flavor,units,unit_price
2026-09-05,S08,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,21,3.29
2026-09-05,S08,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,12,3.49
2026-09-05,S09,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,102,3.49
2026-09-05,S09,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,26,3.29
2026-09-05,S09,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,10,3.49
2026-09-05,S10,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,102,3.49
2026-09-05,S10,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,26,3.29
2026-09-05,S10,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,10,3.49
2026-09-05,S11,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,110,3.49
2026-09-05,S11,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,21,3.29
2026-09-05,S11,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,13,3.49
2026-09-05,S12,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,111,3.49
2026-09-05,S12,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,24,3.29
2026-09-05,S12,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,11,3.49
2026-09-06,S01,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,107,3.49
2026-09-06,S01,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,23,3.29
2026-09-06,S01,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,13,3.49
2026-09-06,S02,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,94,3.49
2026-09-06,S02,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,21,3.29
2026-09-06,S02,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,10,3.49
2026-09-06,S03,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,97,3.49
2026-09-06,S03,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,26,3.29
2026-09-06,S03,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,9,3.49
2026-09-06,S04,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,112,3.49
2026-09-06,S04,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,26,3.29
2026-09-06,S04,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,10,3.49
2026-09-06,S05,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,102,3.49
2026-09-06,S05,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,20,3.29
2026-09-06,S05,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,13,3.49
2026-09-06,S06,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,78,3.49
2026-09-06,S06,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,26,3.29
2026-09-06,S06,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,11,3.49
2026-09-06,S07,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,76,3.49
2026-09-06,S07,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,23,3.29
2026-09-06,S07,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,10,3.49
2026-09-06,S08,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,100,3.49
2026-09-06,S08,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,21,3.29
2026-09-06,S08,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,11,3.49
2026-09-06,S09,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,103,3.49
2026-09-06,S09,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,20,3.29
2026-09-06,S09,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,12,3.49
2026-09-06,S10,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,112,3.49
2026-09-06,S10,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,21,3.29
2026-09-06,S10,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,10,3.49
2026-09-06,S11,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,98,3.49
2026-09-06,S11,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,25,3.29
2026-09-06,S11,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,9,3.49
2026-09-06,S12,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,83,3.49
2026-09-06,S12,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,22,3.29
2026-09-06,S12,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,10,3.49
2026-09-07,S01,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,77,3.49
2026-09-07,S01,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,27,3.29
2026-09-07,S01,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,13,3.49
2026-09-07,S02,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,78,3.49
2026-09-07,S02,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,23,3.29
2026-09-07,S02,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,11,3.49
2026-09-07,S03,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,89,3.49
2026-09-07,S03,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,20,3.29
2026-09-07,S03,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,11,3.49
2026-09-07,S04,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,93,3.49
2026-09-07,S04,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,19,3.29
2026-09-07,S04,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,13,3.49
2026-09-07,S05,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,101,3.49
2026-09-07,S05,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,24,3.29
2026-09-07,S05,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,12,3.49
2026-09-07,S06,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,77,3.49
2026-09-07,S06,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,23,3.29
2026-09-07,S06,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,11,3.49
2026-09-07,S07,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,100,3.49
2026-09-07,S07,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,26,3.29
2026-09-07,S07,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,12,3.49
2026-09-07,S08,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,107,3.49
2026-09-07,S08,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,20,3.29
2026-09-07,S08,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,13,3.49
2026-09-07,S09,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,88,3.49
2026-09-07,S09,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,21,3.29
2026-09-07,S09,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,10,3.49
2026-09-07,S10,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,114,3.49
2026-09-07,S10,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,23,3.29
2026-09-07,S10,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,13,3.49
2026-09-07,S11,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,80,3.49
2026-09-07,S11,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,26,3.29
2026-09-07,S11,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,11,3.49
2026-09-07,S12,PT-STRW,Pop-Tarts Strawberry 8ct,Strawberry,109,3.49
2026-09-07,S12,PT-BSCN,Pop-Tarts Brown Sugar Cinnamon 8ct,Brown Sugar Cinnamon,24,3.29
2026-09-07,S12,PT-BLUE,Pop-Tarts Blueberry 8ct,Blueberry,11,3.49
